ID,Q1: 您的生理性別 Gender,Q2: 你的出生西元年 your birth year,Q3: 您的星座 constellation    ,Q4: 您是哪個學院的 which college you come from,Q7: 您的性格傾向（依照您自己的觀察判斷）Personality   and  personal characters ,Q8: 您的課外活動/社團活動參與 involvement in after-class extracurricular activities,Q9: 您的學業表現 (過去以來的狀況) your academic performance level in general,Q10: 您的居住狀態 where do you live?,你主要使用的手機廠牌 Brand of your major cellurla phone,這隻手機使用多久How long you have this phone?,手機上網流量 internet connection type,Data,A: 關於手機的一些資訊 some information about cellalur phone usage [S1. FB的朋友數 number of friends you have at FB],A: 關於手機的一些資訊 some information about cellalur phone usage [S2. LINE的好友數 number of friends you have at LINE],A: 關於手機的一些資訊 some information about cellalur phone usage [S3. LINE的群組數 number of groups you are in at LINE],A: 關於手機的一些資訊 some information about cellalur phone usage [S4. IG的粉絲數 number of followers at IG],A: 關於手機的一些資訊 some information about cellalur phone usage [S5. IG的追蹤中人數 number of following at IG],B: 手機使用行為 Cellular phone usage [B1. 每天用手機玩手機遊戲的時間大約幾分鐘 time (minutes) of playing game on the phone per day ],Time,B: 手機使用行為 Cellular phone usage [B2. 每天用手機看影片追劇的時間大約幾分鐘 time (minutes) of watching vedio/film/drama on the phone per day ],B: 手機使用行為 Cellular phone usage [B3: 每天用手機瀏覽新聞的時間大約幾分鐘 time (minutes) of reading news on the phone per day ],B: 手機使用行為 Cellular phone usage [B4. 一週用手機叫餐買食物飲料的次數 number of ordering food/drinks per week in average],B: 手機使用行為 Cellular phone usage [B5. 一週用手機叫車搭車的次數 number of calling taxi per week in average],B: 手機使用行為 Cellular phone usage [B6: 手機剩下%多少電力時會感到焦慮(請填0-100的數值) how many % of power left may feel nervous],"C: 手機使用習慣 tendency of using phone [C1. 我曾因長時間玩手機遊戲而眼睛酸澀、肌肉痠痛，或有其他身體不適 I have often experienced dry/sore eyes, muscle aches, or other physical discomforts from playing mobile games for a long duration.a]","C: 手機使用習慣 tendency of using phone [C2. 我常常原本沒有打算玩手機遊戲，卻會忍不住拿起手機來玩一下（滑一下） I often do not plan on playing mobile games, but cannot resist picking up my phone to play (swipe).]",C: 手機使用習慣 tendency of using phone [C3. 在過去3個月裡，我感覺需要更常玩手機遊戲，或玩更久的時間才覺得我玩夠了 I find that I am spending more time playing mobile games],"C: 手機使用習慣 tendency of using phone [C4. 如果不能玩手機遊戲，我會覺得靜不下心，感到很煩躁 If I cannot play a mobile game, I feel restless and irritable.]",總時間
776,男,2001,11. 射手座(11/23-12/21) Sagittarius,我不是台師大學生 Not NTNU student,4. 內外雙極 In-outward polarized,2. 偶而參與 occasionally involve,3比其他同學稍好些 above average,L1: 住在自己家裡(與父或母住在一起) live in home with parents,蘋果APPLE/Iphone,2. 半年以上未滿一年  > .5 year less than 1 year,1. 吃到飽沒上限 unlimited data,776,358,277,33,319,430,60,FALSE,70,5,0,0,30,2不符合 disagree,2不符合 disagree,2不符合 disagree,1極不符合 extremely disagree,176.71
777,女,2001,11. 射手座(11/23-12/21) Sagittarius,科技學院College of Technology and Engineering,3. 外向活潑 Outward and active,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L4: 學校宿舍 live in school's dorm,蘋果APPLE/Iphone,3. 一年以上未滿兩年 > 1 year less than 2 years,1. 吃到飽沒上限 unlimited data,777,942,169,51,352,300,720,777,80,30,2,2,50,3符合 agree,4非常符合 extremely agree,3符合 agree,3符合 agree,167.79
778,女,2001,11. 射手座(11/23-12/21) Sagittarius,我不是台師大學生 Not NTNU student,5. 難以捉摸 Hart to say and unstable,1. 從不參與  never involve,3比其他同學稍好些 above average,L4: 學校宿舍 live in school's dorm,蘋果APPLE/Iphone,4. 二年以上未滿三年 > 2 years less than 3 years,1. 吃到飽沒上限 unlimited data,778,200,300,56,900,400,600,778,300,10,5,0,5,2不符合 disagree,4非常符合 extremely agree,4非常符合 extremely agree,4非常符合 extremely agree,119.98
779,男,2001,11. 射手座(11/23-12/21) Sagittarius,文學院College of Liberal Arts,4. 內外雙極 In-outward polarized,3. 積極參與 highly involve,4在課業上我應該算是很厲害的 excellent and outstanding,L4: 學校宿舍 live in school's dorm,蘋果APPLE/Iphone,1. 半年內 within an half year,1. 吃到飽沒上限 unlimited data,779,1500,920,491,971,1192,120,FALSE,10,30,3,1,1,3符合 agree,3符合 agree,3符合 agree,3符合 agree,103.71
780,男,2001,11. 射手座(11/23-12/21) Sagittarius,我不是台師大學生 Not NTNU student,3. 外向活潑 Outward and active,3. 積極參與 highly involve,3比其他同學稍好些 above average,L4: 學校宿舍 live in school's dorm,蘋果APPLE/Iphone,4. 二年以上未滿三年 > 2 years less than 3 years,1. 吃到飽沒上限 unlimited data,780,300,120,20,440,330,0,FALSE,60,60,0,0,60,1極不符合 extremely disagree,1極不符合 extremely disagree,1極不符合 extremely disagree,1極不符合 extremely disagree,206.33
781,男,2001,11. 射手座(11/23-12/21) Sagittarius,我不是台師大學生 Not NTNU student,4. 內外雙極 In-outward polarized,2. 偶而參與 occasionally involve,3比其他同學稍好些 above average,L5: 租房子 rent a house/room out of school,蘋果APPLE/Iphone,4. 二年以上未滿三年 > 2 years less than 3 years,1. 吃到飽沒上限 unlimited data,781,1200,180,60,200,200,30,FALSE,15,20,0,0,5,2不符合 disagree,3符合 agree,2不符合 disagree,2不符合 disagree,178.46
782,女,2001,11. 射手座(11/23-12/21) Sagittarius,教育學院College of Education,2. 中性平衡 Balance and equal,2. 偶而參與 occasionally involve,3比其他同學稍好些 above average,L1: 住在自己家裡(與父或母住在一起) live in home with parents,蘋果APPLE/Iphone,4. 二年以上未滿三年 > 2 years less than 3 years,1. 吃到飽沒上限 unlimited data,782,473,225,123,150,196,30,FALSE,60,30,1,0,50,2不符合 disagree,2不符合 disagree,3符合 agree,2不符合 disagree,714.37
783,男,2002,11. 射手座(11/23-12/21) Sagittarius,管理學院College of Management,4. 內外雙極 In-outward polarized,3. 積極參與 highly involve,3比其他同學稍好些 above average,L1: 住在自己家裡(與父或母住在一起) live in home with parents,歐寶OPPO,3. 一年以上未滿兩年 > 1 year less than 2 years,1. 吃到飽沒上限 unlimited data,783,275,198,132,121,267,0,FALSE,120,0,0,0,10,3符合 agree,3符合 agree,3符合 agree,2不符合 disagree,386.78
784,女,2002,11. 射手座(11/23-12/21) Sagittarius,管理學院College of Management,5. 難以捉摸 Hart to say and unstable,3. 積極參與 highly involve,2跟其他同學差不多 in average and similar to others,L1: 住在自己家裡(與父或母住在一起) live in home with parents,蘋果APPLE/Iphone,3. 一年以上未滿兩年 > 1 year less than 2 years,1. 吃到飽沒上限 unlimited data,784,444,362,153,397,373,200,784,100,0,0,0,50,3符合 agree,3符合 agree,3符合 agree,2不符合 disagree,315.93
785,女,2002,11. 射手座(11/23-12/21) Sagittarius,我不是台師大學生 Not NTNU student,3. 外向活潑 Outward and active,2. 偶而參與 occasionally involve,3比其他同學稍好些 above average,L4: 學校宿舍 live in school's dorm,蘋果APPLE/Iphone,1. 半年內 within an half year,2. 有限制不是吃到飽 limited data,FALSE,540,211,24,361,335,320,785,120,0,1,2,10,2不符合 disagree,3符合 agree,2不符合 disagree,2不符合 disagree,461.89
786,女,2002,11. 射手座(11/23-12/21) Sagittarius,我不是台師大學生 Not NTNU student,1. 內向安靜 Introvert and gentle,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L1: 住在自己家裡(與父或母住在一起) live in home with parents,蘋果APPLE/Iphone,2. 半年以上未滿一年  > .5 year less than 1 year,1. 吃到飽沒上限 unlimited data,786,705,277,45,253,369,30,FALSE,200,30,1,0,5,3符合 agree,3符合 agree,2不符合 disagree,2不符合 disagree,276.06
787,女,2002,11. 射手座(11/23-12/21) Sagittarius,管理學院College of Management,2. 中性平衡 Balance and equal,2. 偶而參與 occasionally involve,1稍微有一點落後其他同學 below average,L5: 租房子 rent a house/room out of school,蘋果APPLE/Iphone,3. 一年以上未滿兩年 > 1 year less than 2 years,1. 吃到飽沒上限 unlimited data,787,500,300,100,400,170,480,787,300,0,0,0,10,3符合 agree,3符合 agree,3符合 agree,2不符合 disagree,286.08
788,女,2002,11. 射手座(11/23-12/21) Sagittarius,我不是台師大學生 Not NTNU student,1. 內向安靜 Introvert and gentle,3. 積極參與 highly involve,2跟其他同學差不多 in average and similar to others,L1: 住在自己家裡(與父或母住在一起) live in home with parents,蘋果APPLE/Iphone,3. 一年以上未滿兩年 > 1 year less than 2 years,2. 有限制不是吃到飽 limited data,FALSE,157,106,48,220,218,180,788,30,30,0,0,10,1極不符合 extremely disagree,1極不符合 extremely disagree,1極不符合 extremely disagree,1極不符合 extremely disagree,229.76
789,女,2002,11. 射手座(11/23-12/21) Sagittarius,管理學院College of Management,2. 中性平衡 Balance and equal,3. 積極參與 highly involve,3比其他同學稍好些 above average,L1: 住在自己家裡(與父或母住在一起) live in home with parents,蘋果APPLE/Iphone,5. 三年以上未滿四年 > 3 years less than 4 years,1. 吃到飽沒上限 unlimited data,789,850,506,135,610,920,0,FALSE,10,0,0,2,10,4非常符合 extremely agree,1極不符合 extremely disagree,1極不符合 extremely disagree,1極不符合 extremely disagree,365.63
790,男,2002,11. 射手座(11/23-12/21) Sagittarius,文學院College of Liberal Arts,2. 中性平衡 Balance and equal,3. 積極參與 highly involve,2跟其他同學差不多 in average and similar to others,L4: 學校宿舍 live in school's dorm,蘋果APPLE/Iphone,3. 一年以上未滿兩年 > 1 year less than 2 years,1. 吃到飽沒上限 unlimited data,790,184,99,55,284,235,0,FALSE,180,10,0,0,20,3符合 agree,2不符合 disagree,2不符合 disagree,1極不符合 extremely disagree,372.45
791,男,2002,11. 射手座(11/23-12/21) Sagittarius,文學院College of Liberal Arts,1. 內向安靜 Introvert and gentle,3. 積極參與 highly involve,3比其他同學稍好些 above average,L1: 住在自己家裡(與父或母住在一起) live in home with parents,蘋果APPLE/Iphone,4. 二年以上未滿三年 > 2 years less than 3 years,1. 吃到飽沒上限 unlimited data,791,100,110,42,71,110,0,FALSE,0,20,0,0,60,3符合 agree,3符合 agree,2不符合 disagree,2不符合 disagree,206.01
792,女,2002,11. 射手座(11/23-12/21) Sagittarius,我不是台師大學生 Not NTNU student,2. 中性平衡 Balance and equal,2. 偶而參與 occasionally involve,3比其他同學稍好些 above average,L1: 住在自己家裡(與父或母住在一起) live in home with parents,三星SAMSUNG,1. 半年內 within an half year,1. 吃到飽沒上限 unlimited data,792,576,288,53,257,246,0,FALSE,0,10,0,0,30,3符合 agree,1極不符合 extremely disagree,1極不符合 extremely disagree,1極不符合 extremely disagree,180.29
793,女,2002,11. 射手座(11/23-12/21) Sagittarius,管理學院College of Management,4. 內外雙極 In-outward polarized,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L4: 學校宿舍 live in school's dorm,華碩ASUS,4. 二年以上未滿三年 > 2 years less than 3 years,2. 有限制不是吃到飽 limited data,FALSE,326,91,64,120,212,60,FALSE,60,20,0,0,59,2不符合 disagree,3符合 agree,1極不符合 extremely disagree,1極不符合 extremely disagree,261.37
794,女,2002,11. 射手座(11/23-12/21) Sagittarius,教育學院College of Education,4. 內外雙極 In-outward polarized,2. 偶而參與 occasionally involve,3比其他同學稍好些 above average,L1: 住在自己家裡(與父或母住在一起) live in home with parents,歐寶OPPO,6. 四年以上上未滿五年 > 4 years less than 5 years,2. 有限制不是吃到飽 limited data,FALSE,372,158,73,203,233,0,FALSE,120,20,0,0,30,2不符合 disagree,3符合 agree,1極不符合 extremely disagree,1極不符合 extremely disagree,352.68
795,女,2002,11. 射手座(11/23-12/21) Sagittarius,文學院College of Liberal Arts,2. 中性平衡 Balance and equal,3. 積極參與 highly involve,1稍微有一點落後其他同學 below average,L5: 租房子 rent a house/room out of school,歐寶OPPO,3. 一年以上未滿兩年 > 1 year less than 2 years,1. 吃到飽沒上限 unlimited data,795,75,102,85,68,89,0,FALSE,30,0,0,0,20,3符合 agree,3符合 agree,2不符合 disagree,2不符合 disagree,224.9
796,女,2002,11. 射手座(11/23-12/21) Sagittarius,管理學院College of Management,2. 中性平衡 Balance and equal,2. 偶而參與 occasionally involve,3比其他同學稍好些 above average,L4: 學校宿舍 live in school's dorm,蘋果APPLE/Iphone,6. 四年以上上未滿五年 > 4 years less than 5 years,1. 吃到飽沒上限 unlimited data,796,575,131,80,170,253,60,FALSE,0,10,0,0,4,2不符合 disagree,2不符合 disagree,2不符合 disagree,2不符合 disagree,523.01
797,女,2002,11. 射手座(11/23-12/21) Sagittarius,管理學院College of Management,2. 中性平衡 Balance and equal,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L4: 學校宿舍 live in school's dorm,蘋果APPLE/Iphone,6. 四年以上上未滿五年 > 4 years less than 5 years,1. 吃到飽沒上限 unlimited data,797,575,131,80,170,253,60,FALSE,0,10,0,0,4,2不符合 disagree,2不符合 disagree,2不符合 disagree,2不符合 disagree,82.56
798,女,2002,11. 射手座(11/23-12/21) Sagittarius,文學院College of Liberal Arts,2. 中性平衡 Balance and equal,2. 偶而參與 occasionally involve,3比其他同學稍好些 above average,L4: 學校宿舍 live in school's dorm,蘋果APPLE/Iphone,3. 一年以上未滿兩年 > 1 year less than 2 years,1. 吃到飽沒上限 unlimited data,798,295,159,28,278,292,180,798,30,10,0,0,30,2不符合 disagree,2不符合 disagree,1極不符合 extremely disagree,1極不符合 extremely disagree,370.78
799,女,2002,11. 射手座(11/23-12/21) Sagittarius,我不是台師大學生 Not NTNU student,2. 中性平衡 Balance and equal,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L4: 學校宿舍 live in school's dorm,蘋果APPLE/Iphone,3. 一年以上未滿兩年 > 1 year less than 2 years,2. 有限制不是吃到飽 limited data,FALSE,111,202,131,297,269,20,FALSE,60,5,0,0,10,3符合 agree,3符合 agree,2不符合 disagree,1極不符合 extremely disagree,233.28
800,男,2002,11. 射手座(11/23-12/21) Sagittarius,我不是台師大學生 Not NTNU student,2. 中性平衡 Balance and equal,2. 偶而參與 occasionally involve,3比其他同學稍好些 above average,L5: 租房子 rent a house/room out of school,蘋果APPLE/Iphone,5. 三年以上未滿四年 > 3 years less than 4 years,1. 吃到飽沒上限 unlimited data,800,608,267,64,297,277,120,FALSE,40,20,0,2,20,2不符合 disagree,2不符合 disagree,2不符合 disagree,2不符合 disagree,205.88
801,女,2002,11. 射手座(11/23-12/21) Sagittarius,我不是台師大學生 Not NTNU student,5. 難以捉摸 Hart to say and unstable,2. 偶而參與 occasionally involve,3比其他同學稍好些 above average,L5: 租房子 rent a house/room out of school,蘋果APPLE/Iphone,2. 半年以上未滿一年  > .5 year less than 1 year,1. 吃到飽沒上限 unlimited data,801,236,101,20,277,177,0,FALSE,60,10,2,0,20,2不符合 disagree,3符合 agree,3符合 agree,2不符合 disagree,193.64
802,女,2002,11. 射手座(11/23-12/21) Sagittarius,我不是台師大學生 Not NTNU student,4. 內外雙極 In-outward polarized,2. 偶而參與 occasionally involve,1稍微有一點落後其他同學 below average,L1: 住在自己家裡(與父或母住在一起) live in home with parents,三星SAMSUNG,2. 半年以上未滿一年  > .5 year less than 1 year,1. 吃到飽沒上限 unlimited data,802,111,52,33,30,166,180,802,20,10,0,0,40,2不符合 disagree,3符合 agree,2不符合 disagree,2不符合 disagree,140.2
803,女,2002,11. 射手座(11/23-12/21) Sagittarius,我不是台師大學生 Not NTNU student,4. 內外雙極 In-outward polarized,3. 積極參與 highly involve,3比其他同學稍好些 above average,L4: 學校宿舍 live in school's dorm,歐寶OPPO,4. 二年以上未滿三年 > 2 years less than 3 years,1. 吃到飽沒上限 unlimited data,803,300,-,-,600+,300+,180,803,120,20,1,1,2,2不符合 disagree,3符合 agree,2不符合 disagree,1極不符合 extremely disagree,156.9
804,男,2002,11. 射手座(11/23-12/21) Sagittarius,我不是台師大學生 Not NTNU student,2. 中性平衡 Balance and equal,2. 偶而參與 occasionally involve,3比其他同學稍好些 above average,L2: 住在自己家裡(沒有與父母住在一起) live in home without parents,蘋果APPLE/Iphone,4. 二年以上未滿三年 > 2 years less than 3 years,1. 吃到飽沒上限 unlimited data,804,45,181,45,186,321,20,FALSE,200,5,6,0,30,2不符合 disagree,3符合 agree,2不符合 disagree,2不符合 disagree,191.49
805,女,2002,11. 射手座(11/23-12/21) Sagittarius,文學院College of Liberal Arts,2. 中性平衡 Balance and equal,2. 偶而參與 occasionally involve,3比其他同學稍好些 above average,L5: 租房子 rent a house/room out of school,蘋果APPLE/Iphone,3. 一年以上未滿兩年 > 1 year less than 2 years,2. 有限制不是吃到飽 limited data,FALSE,186,138,73,179,311,60,FALSE,60,30,1,0,60,3符合 agree,3符合 agree,3符合 agree,2不符合 disagree,368.94
806,女,2002,11. 射手座(11/23-12/21) Sagittarius,管理學院College of Management,1. 內向安靜 Introvert and gentle,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L5: 租房子 rent a house/room out of school,歐寶OPPO,3. 一年以上未滿兩年 > 1 year less than 2 years,1. 吃到飽沒上限 unlimited data,806,246,144,61,254,220,30,FALSE,60,10,2,0,30,3符合 agree,3符合 agree,2不符合 disagree,2不符合 disagree,312.99
807,男,2002,11. 射手座(11/23-12/21) Sagittarius,教育學院College of Education,2. 中性平衡 Balance and equal,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L4: 學校宿舍 live in school's dorm,蘋果APPLE/Iphone,3. 一年以上未滿兩年 > 1 year less than 2 years,1. 吃到飽沒上限 unlimited data,807,653,222,100,382,427,30,FALSE,60,30,0,0,20,3符合 agree,4非常符合 extremely agree,3符合 agree,3符合 agree,224.59
808,女,2002,11. 射手座(11/23-12/21) Sagittarius,我不是台師大學生 Not NTNU student,3. 外向活潑 Outward and active,3. 積極參與 highly involve,1稍微有一點落後其他同學 below average,L1: 住在自己家裡(與父或母住在一起) live in home with parents,蘋果APPLE/Iphone,4. 二年以上未滿三年 > 2 years less than 3 years,1. 吃到飽沒上限 unlimited data,808,914,588,75,860,886,10,FALSE,344,10,0,5,10,3符合 agree,3符合 agree,2不符合 disagree,3符合 agree,1052.12
809,女,2002,11. 射手座(11/23-12/21) Sagittarius,我不是台師大學生 Not NTNU student,3. 外向活潑 Outward and active,1. 從不參與  never involve,2跟其他同學差不多 in average and similar to others,L1: 住在自己家裡(與父或母住在一起) live in home with parents,蘋果APPLE/Iphone,4. 二年以上未滿三年 > 2 years less than 3 years,1. 吃到飽沒上限 unlimited data,809,579,147,107,340,300,240,809,90,10,8,4,18,3符合 agree,4非常符合 extremely agree,2不符合 disagree,3符合 agree,162.38
810,男,2002,11. 射手座(11/23-12/21) Sagittarius,藝術學院College of Arts,5. 難以捉摸 Hart to say and unstable,1. 從不參與  never involve,2跟其他同學差不多 in average and similar to others,L4: 學校宿舍 live in school's dorm,google,2. 半年以上未滿一年  > .5 year less than 1 year,1. 吃到飽沒上限 unlimited data,810,213,88,66,65,146,60,FALSE,30,45,0,0,30,3符合 agree,4非常符合 extremely agree,1極不符合 extremely disagree,2不符合 disagree,477.13
